2,681,27,2,0
2,688,3,1,0
3,681,28,2,0
3,688,4,1,0
4,629,29,2,0
4,636,29,2,0
4,681,29,2,0
4,688,5,1,0
5,629,30,2,0
5,681,30,2,0
5,688,6,1,0
6,629,31,2,0
6,681,31,2,0
6,688,606,3,3
7,629,6,0,1
7,655,6,0,1
7,681,6,0,1
7,688,607,3,3
8,629,7,0,1
8,681,7,0,1
8,688,608,3,3
9,629,8,0,1
9,681,8,0,1
9,688,609,3,3
10,681,9,0,1
10,688,610,3,3
11,681,10,0,1
11,688,611,3,3
14,681,15,1,0
14,688,614,3,3
15,681,16,1,0
15,688,615,3,3
16,629,17,1,0
16,681,17,1,0
16,688,616,3,3
17,629,18,1,0
17,636,18,1,0
17,681,18,1,0
17,688,617,3,3
18,629,19,1,0
18,681,19,1,0
18,688,618,3,3
19,629,44,2,0
19,681,44,2,0
19,688,619,3,3
20,629,45,2,0
20,681,45,2,0
20,688,19,0,1
21,629,46,2,0
21,636,46,2,0
21,681,46,2,0
21,688,20,0,1
22,629,47,2,0
22,681,47,2,0
22,688,21,0,1
23,681,48,2,0
23,688,22,0,1
24,681,49,2,0
27,681,52,3,0
27,688,28,2,1
28,681,53,3,0
28,688,29,2,1
29,629,54,3,0
29,636,54,3,0
29,681,54,3,0
29,688,30,2,1
30,629,55,3,0
30,681,55,3,0
30,688,31,2,1
31,681,56,3,0
31,688,6,0,2
32,629,31,1,2
32,655,31,1,2
32,681,31,1,2
32,688,7,0,2
33,629,32,1,2
33,681,32,1,2
33,688,8,0,2
34,629,33,1,2
34,681,33,1,2
34,688,9,0,2
35,681,34,1,2
35,688,10,0,2
36,681,35,1,2
36,688,11,0,2
39,681,40,2,1
39,688,14,0,2
40,681,41,2,1
40,688,15,0,2
41,629,42,2,1
41,681,42,2,1
41,688,16,0,2
42,629,43,2,1
42,636,43,2,1
42,681,43,2,1
42,688,17,0,2
43,629,44,2,1
43,681,44,2,1
43,688,18,0,2
44,681,69,3,0
44,688,19,0,2
45,629,70,3,0
45,681,70,3,0
45,688,44,1,2
46,629,71,3,0
46,636,71,3,0
