3,0,30033349386
3,1,30039349491
3,2,30045349596
3,3,30051349702
3,4,30057349806
3,5,30063349911
3,6,30069350016
3,7,30075350122
3,8,30081350226
3,9,30087350332
3,10,30093350437
3,11,30099350541
3,12,30105350647
3,13,30111350752
3,14,30117350858
3,15,30123350963
3,16,30129351068
3,17,30135351173
3,18,30141351279
3,19,30147351383
3,20,30153351489
3,21,30159351593
3,22,30165351699
3,23,30171351804
3,24,30177351910
3,25,30183352015
3,26,30189352121
3,27,30195352227
3,28,30201352331
3,29,30207352437
3,30,30213352542
3,31,30219352647
3,32,30225352752
3,33,30231352858
3,34,30237352963
3,35,30243353069
3,36,30249353174
3,37,30255353280
3,38,30261353385
3,39,30267353491
3,40,30273353597
3,41,30279353702
3,42,30285353808
3,43,30291353913
3,44,30297354019
3,45,30303354124
3,46,30309354230
3,47,30315354335
3,48,30321354441
3,49,30327354546
3,50,30333354652
3,51,30339354757
3,52,30345354863
3,53,30351354969
3,54,30357355075
3,55,30363355182
3,56,30369355287
3,57,30375355393
3,58,30381355498
3,59,30387355604
3,60,30393355709
3,61,30399355816
3,62,30405355921
3,63,30411356027
3,64,30417356133
3,65,30423356238
3,66,30429356346
3,67,30435356451
3,68,30441356557
3,69,30447356662
3,70,30453356769
3,71,30459356874
3,72,30465356980
3,73,30471357085
3,74,30477357193
3,75,30483357298
3,76,30489357404
3,77,30495357511
3,78,30501357616
3,79,30507357722
3,80,30513357828
3,81,30519357935
3,82,30525358040
3,83,30531358148
3,84,30537358253
3,85,30543358360
3,86,30549358467
3,87,30555358572
3,88,30561358678
3,89,30567358784
3,90,30573358891
3,91,30579358997
3,92,30585359103
3,93,30591359209
3,94,30597359316
3,95,30603359422
3,96,30609359528
3,97,30615359635
3,98,30621359741
3,99,30627359848
3,100,30633359953
3,101,30639360061
3,102,30645360166
3,103,30651360273
3,104,30657360378
3,105,30663360486
3,106,30669360592
3,107,30675360698
3,108,30681360805
3,109,30687360911
3,110,30693361018
3,111,30699361124
3,112,30705361231
3,113,30711361336
3,114,30717361444
3,115,30723361551
3,116,30729361656
3,117,30735361764
3,118,30741361870
3,119,30747361976
3,120,30753362083
3,121,30759362190
3,122,30765362296
3,123,30771362403
3,124,30777362510
3,125,30783362616
3,126,30789362723
3,127,30795362830
3,128,30801362937
3,129,30807363042
3,130,30813363150
3,131,30819363256
3,132,30825363364
3,133,30831363471
3,134,30837363577
3,135,30843363684
3,136,30849363790
3,137,30855363898
3,138,30861364004
3,139,30867364111
3,140,30873364217
3,141,30879364325
3,142,30885364432
3,143,30891364539
3,144,30897364646
3,145,30903364753
3,146,30909364860
3,147,30915364966
3,148,30921365073
3,149,30927365181
3,150,30933365287
3,151,30939365395
3,152,30945365501
3,153,30951365609
3,154,30957365715
3,155,30963365823
3,156,30969365929
3,157,30975366037
3,158,30981366145
3,159,30987366251
3,160,30993366359
3,161,30999366465
3,162,31005366573
3,163,31011366679
3,164,31017366787
3,165,31023366895
3,166,31029367001
3,167,31035367109
3,168,31041367216
3,169,31047367324
3,170,31053367431
3,171,31059367538
3,172,31065367646
3,173,31071367752
3,174,31077367860
3,175,31083367967
3,176,31089368075
3,177,31095368182
3,178,31101368290
3,179,31107368397
3,180,31113368504
3,181,31119368612
3,182,31125368719
3,183,31131368827
3,184,31137368934
3,185,31143369041
3,186,31149369150
3,187,31155369257
3,188,31161369364
3,189,31167369471
3,190,31173369580
3,191,31179369687
3,192,31185369794
3,193,31191369903
3,194,31197370010
3,195,31203370117
3,196,31209370224
3,197,31215370333
3,198,31221370440
3,199,31227370548
3,200,31233370656
3,201,31239370763
3,202,31245370872
3,203,31251370978
3,204,31257371086
3,205,31263371194
3,206,31269371302
3,207,31275371411
3,208,31281371517
3,209,31287371625
3,210,31293371733
3,211,31299371841
3,212,31305371949
3,213,31311372056
3,214,31317372165
3,215,31323372272
3,216,31329372381
3,217,31335372488
3,218,31341372597
3,219,31347372703
3,220,31353372812
3,221,31359372920
3,222,31365373028
3,223,31371373137
3,224,31377373244
3,225,31383373353
3,226,31389373461
3,227,31395373568
3,228,31401373676
3,229,31407373784
3,230,31413373893
3,231,31419374000
3,232,31425374109
3,233,31431374218
3,234,31437374325
3,235,31443374434
3,236,31449374542
3,237,31455374650
3,238,31461374758
3,239,31467374866
3,240,31473374974
3,241,31479375082
3,242,31485375191
3,243,31491375298
3,244,31497375407
3,245,31503375516
3,246,31509375624
3,247,31515375732
3,248,31521375840
3,249,31527375949
3,250,31533376058
3,251,31539376166
3,252,31545376274
3,253,31551376382
3,254,31557376491
3,255,31563376599
3,256,31569376708
3,257,31575376816
3,258,31581376924
3,259,31587377033
3,260,31593377141
3,261,31599377250
3,262,31605377359
3,263,31611377467
3,264,31617377577
3,265,31623377685
3,266,31629377793
3,267,31635377902
3,268,31641378010
3,269,31647378119
3,270,31653378227
3,271,31659378336
3,272,31665378444
3,273,31671378553
3,274,31677378662
3,275,31683378770
3,276,31689378880
3,277,31695378988
3,278,31701379097
3,279,31707379206
3,280,31713379314
3,281,31719379423
3,282,31725379531
3,283,31731379641
3,284,31737379750
3,285,31743379859
3,286,31749379968
3,287,31755380076
3,288,31761380185
3,289,31767380295
3,290,31773380403
3,291,31779380512
3,292,31785380620
3,293,31791380730
3,294,31797380840
3,295,31803380948
3,296,31809381057
3,297,31815381165
3,298,31821381274
3,299,31827381384
3,300,31833381493
3,301,31839381602
3,302,31845381710
3,303,31851381820
3,304,31857381929
3,305,31863382038
3,306,31869382147
3,307,31875382257
3,308,31881382366
3,309,31887382474
3,310,31893382583
3,311,31899382694
3,312,31905382802
3,313,31911382911
3,314,31917383021
3,315,31923383130
3,316,31929383239
3,317,31935383349
3,318,31941383458
3,319,31947383566
3,320,31953383677
3,321,31959383786
3,322,31965383895
3,323,31971384005
