0,643,688,2.000000,0,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
1,629,648,2.000000,10000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
2,701,706,2.000000,20000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
3,712,718,2.000000,30000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
4,650,629,2.000000,40000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
5,679,702,2.000000,50000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
6,636,637,2.000000,60000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
7,668,679,2.000000,70000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
8,655,651,2.000000,80000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
9,686,693,2.000000,90000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
10,641,635,2.000000,100000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
11,682,721,2.000000,110000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
12,647,681,2.000000,120000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
13,627,645,2.000000,130000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
14,718,675,2.000000,140000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
15,657,681,2.000000,150000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
16,646,672,2.000000,160000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
17,696,693,2.000000,170000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
18,694,663,2.000000,180000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
19,663,671,2.000000,190000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
20,645,650,2.000000,200000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
21,665,668,2.000000,210000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
22,670,679,2.000000,220000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
23,718,703,2.000000,230000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
24,650,711,2.000000,240000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
25,628,678,2.000000,250000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
26,643,628,2.000000,260000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
27,697,627,2.000000,270000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
28,649,663,2.000000,280000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
29,630,710,2.000000,290000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
30,633,710,2.000000,300000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
31,671,702,2.000000,310000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
32,703,700,2.000000,320000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
33,690,655,2.000000,330000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
34,673,627,2.000000,340000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
35,628,684,2.000000,350000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
36,706,675,2.000000,360000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
37,709,699,2.000000,370000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
38,707,633,2.000000,380000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
39,690,643,2.000000,390000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
40,676,687,2.000000,400000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
41,671,693,2.000000,410000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
42,690,677,2.000000,420000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
43,708,679,2.000000,430000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
44,642,715,2.000000,440000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
45,667,686,2.000000,450000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
46,651,712,2.000000,460000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
47,645,633,2.000000,470000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
48,697,658,2.000000,480000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
49,649,676,2.000000,490000000000,12000000000,2.000000,1.962667,2000,3000000,2944000,handover_eval
