gs_id,time_ns,old_sat,new_sat
2,75000000000,-1,462
3,75000000000,91,115
11,75000000000,137,-1
18,75000000000,204,-1
54,75000000000,487,-1
75,75000000000,-1,414
81,75000000000,85,-1
85,75000000000,-1,558
97,75000000000,-1,112
2,80000000000,462,-1
3,80000000000,115,-1
10,80000000000,-1,565
20,80000000000,-1,65
75,80000000000,414,-1
85,80000000000,558,-1
88,80000000000,-1,281
97,80000000000,112,-1
0,85000000000,-1,5
10,85000000000,565,-1
14,85000000000,-1,418
20,85000000000,65,-1
31,85000000000,-1,102
88,85000000000,281,-1
92,85000000000,-1,232
0,90000000000,5,-1
7,90000000000,-1,525
13,90000000000,-1,533
14,90000000000,418,-1
16,90000000000,-1,55
17,90000000000,-1,440
24,90000000000,-1,138
25,90000000000,-1,415
30,90000000000,-1,109
31,90000000000,102,-1
40,90000000000,-1,575
41,90000000000,-1,64
51,90000000000,-1,278
53,90000000000,-1,140
59,90000000000,-1,30
69,90000000000,-1,183
70,90000000000,-1,590
83,90000000000,-1,12
92,90000000000,232,-1
96,90000000000,-1,110
1,95000000000,-1,90
7,95000000000,525,-1
8,95000000000,-1,357
13,95000000000,533,-1
15,95000000000,-1,207
16,95000000000,55,-1
17,95000000000,440,-1
19,95000000000,-1,358
24,95000000000,138,-1
25,95000000000,415,-1
28,95000000000,-1,515
30,95000000000,109,-1
40,95000000000,575,-1
41,95000000000,64,-1
51,95000000000,278,-1
53,95000000000,140,-1
59,95000000000,30,-1
64,95000000000,-1,157
67,95000000000,-1,85
69,95000000000,183,-1
70,95000000000,590,-1
76,95000000000,-1,60
77,95000000000,-1,62
83,95000000000,12,-1
85,95000000000,-1,412
90,95000000000,-1,89
92,95000000000,-1,38
96,95000000000,110,-1
1,100000000000,90,-1
8,100000000000,357,-1
15,100000000000,207,-1
19,100000000000,358,-1
21,100000000000,-1,84
23,100000000000,-1,103
28,100000000000,515,-1
30,100000000000,-1,60
32,100000000000,-1,462
38,100000000000,-1,388
57,100000000000,-1,38
58,100000000000,-1,163
64,100000000000,157,-1
67,100000000000,85,-1
71,100000000000,-1,607
76,100000000000,60,-1
77,100000000000,62,-1
80,100000000000,-1,13
84,100000000000,-1,138
85,100000000000,412,-1
90,100000000000,89,-1
92,100000000000,38,-1
94,100000000000,-1,615
95,100000000000,-1,88
99,100000000000,-1,356
17,105000000000,-1,79
20,105000000000,-1,40
21,105000000000,84,-1
23,105000000000,103,-1
30,105000000000,60,-1
32,105000000000,462,-1
33,105000000000,-1,557
35,105000000000,-1,438
36,105000000000,-1,207
38,105000000000,388,-1
49,105000000000,-1,613
55,105000000000,-1,126
56,105000000000,-1,567
57,105000000000,38,-1
58,105000000000,163,-1
71,105000000000,607,-1
73,105000000000,-1,163
80,105000000000,13,-1
82,105000000000,-1,363
84,105000000000,138,-1
94,105000000000,615,-1
95,105000000000,88,-1
99,105000000000,356,-1
9,110000000000,-1,519
17,110000000000,79,-1
20,110000000000,40,-1
22,110000000000,-1,543
26,110000000000,-1,563
33,110000000000,557,-1
35,110000000000,438,-1
36,110000000000,207,-1
37,110000000000,-1,128
49,110000000000,613,-1
52,110000000000,-1,114
55,110000000000,126,-1
56,110000000000,567,-1
72,110000000000,-1,187
73,110000000000,163,357
82,110000000000,363,-1
91,110000000000,-1,234
9,115000000000,519,-1
15,115000000000,-1,182
18,115000000000,-1,540
22,115000000000,543,-1
26,115000000000,563,-1
27,115000000000,-1,162
37,115000000000,128,-1
52,115000000000,114,-1
66,115000000000,-1,204
67,115000000000,-1,36
68,115000000000,-1,330
72,115000000000,187,-1
73,115000000000,357,-1
74,115000000000,-1,403
91,115000000000,234,-1
2,120000000000,-1,583
3,120000000000,-1,379
15,120000000000,182,-1
18,120000000000,540,-1
27,120000000000,162,-1
49,120000000000,-1,588
66,120000000000,204,-1
67,120000000000,36,-1
68,120000000000,330,-1
74,120000000000,403,-1
76,120000000000,-1,11
89,120000000000,-1,501
2,125000000000,583,-1
3,125000000000,379,-1
4,125000000000,-1,369
47,125000000000,-1,209
49,125000000000,588,-1
62,125000000000,-1,369
76,125000000000,11,-1
89,125000000000,501,-1
4,130000000000,369,-1
12,130000000000,-1,188
45,130000000000,-1,253
47,130000000000,209,-1
54,130000000000,-1,462
60,130000000000,-1,333
62,130000000000,369,-1
91,130000000000,-1,185
12,135000000000,188,-1
45,135000000000,253,-1
54,135000000000,462,-1
60,135000000000,333,-1
64,135000000000,-1,132
91,135000000000,185,-1
19,140000000000,-1,212
64,140000000000,132,-1
2,145000000000,-1,437
5,145000000000,-1,228
7,145000000000,-1,500
19,145000000000,212,-1
21,145000000000,-1,35
39,145000000000,-1,135
97,145000000000,-1,87
2,150000000000,437,-1
4,150000000000,-1,344
5,150000000000,228,-1
7,150000000000,500,-1
11,150000000000,-1,258
21,150000000000,35,-1
29,150000000000,-1,44
39,150000000000,135,-1
87,150000000000,-1,159
97,150000000000,87,-1
4,155000000000,344,-1
11,155000000000,258,-1
29,155000000000,44,-1
50,155000000000,-1,378
53,155000000000,-1,404
61,155000000000,-1,530
69,155000000000,-1,61
87,155000000000,159,-1
6,160000000000,-1,606
43,160000000000,-1,442
47,160000000000,-1,160
50,160000000000,378,-1
53,160000000000,404,-1
61,160000000000,530,-1
69,160000000000,61,-1
6,165000000000,606,-1
13,165000000000,-1,411
43,165000000000,442,-1
44,165000000000,-1,330
47,165000000000,160,-1
13,170000000000,411,-1
40,170000000000,-1,550
44,170000000000,330,-1
68,170000000000,-1,64
95,170000000000,-1,281
8,175000000000,-1,332
10,175000000000,-1,204
20,175000000000,-1,329
40,175000000000,550,-1
68,175000000000,64,-1
79,175000000000,-1,380
95,175000000000,281,-1
8,180000000000,332,-1
9,180000000000,-1,300
10,180000000000,204,-1
20,180000000000,329,-1
40,180000000000,-1,144
46,180000000000,-1,566
65,180000000000,-1,367
76,180000000000,-1,84
79,180000000000,380,-1
83,180000000000,-1,182
86,180000000000,-1,54
9,185000000000,300,-1
40,185000000000,144,-1
46,185000000000,566,-1
65,185000000000,367,-1
76,185000000000,84,-1
78,185000000000,-1,11
83,185000000000,182,-1
86,185000000000,54,-1
41,190000000000,-1,305
78,190000000000,11,-1
83,190000000000,-1,612
93,190000000000,-1,88
30,195000000000,-1,84
41,195000000000,305,-1
49,195000000000,-1,181
70,195000000000,-1,229
81,195000000000,-1,109
83,195000000000,612,-1
93,195000000000,88,-1
14,200000000000,-1,151
30,200000000000,84,-1
34,200000000000,-1,91
48,200000000000,-1,14
49,200000000000,181,-1
51,200000000000,-1,591
65,200000000000,-1,391
67,200000000000,-1,109
70,200000000000,229,-1
81,200000000000,109,-1
82,200000000000,-1,581
14,205000000000,151,-1
34,205000000000,91,-1
42,205000000000,-1,614
48,205000000000,14,-1
51,205000000000,591,-1
57,205000000000,-1,231
62,205000000000,-1,150
63,205000000000,-1,393
65,205000000000,391,-1
67,205000000000,109,-1
75,205000000000,-1,438
79,205000000000,-1,114
82,205000000000,581,-1
83,205000000000,-1,157
85,205000000000,-1,387
88,205000000000,-1,63
96,205000000000,-1,134
98,205000000000,-1,380
4,210000000000,-1,125
9,210000000000,-1,275
24,210000000000,-1,356
29,210000000000,-1,450
42,210000000000,614,-1
57,210000000000,231,-1
62,210000000000,150,-1
63,210000000000,393,-1
75,210000000000,438,6
79,210000000000,114,-1
83,210000000000,157,-1
84,210000000000,-1,331
85,210000000000,387,-1
88,210000000000,63,-1
96,210000000000,134,-1
97,210000000000,-1,257
98,210000000000,380,-1
2,215000000000,-1,607
4,215000000000,125,-1
7,215000000000,-1,94
9,215000000000,275,-1
15,215000000000,-1,12
24,215000000000,356,-1
25,215000000000,-1,54
29,215000000000,450,-1
42,215000000000,-1,13
48,215000000000,-1,38
54,215000000000,-1,7
71,215000000000,-1,437
75,215000000000,6,30
84,215000000000,331,-1
90,215000000000,-1,330
97,215000000000,257,-1
99,215000000000,-1,138
2,220000000000,607,-1
5,220000000000,-1,541
6,220000000000,-1,388
7,220000000000,94,-1
8,220000000000,-1,162
11,220000000000,-1,282
15,220000000000,12,-1
19,220000000000,-1,382
21,220000000000,-1,59
25,220000000000,54,-1
36,220000000000,-1,37
42,220000000000,13,-1
43,220000000000,-1,152
48,220000000000,38,-1
54,220000000000,7,-1
56,220000000000,-1,277
59,220000000000,-1,389
67,220000000000,-1,60
71,220000000000,437,-1
73,220000000000,-1,187
75,220000000000,30,-1
76,220000000000,-1,35
77,220000000000,-1,207
90,220000000000,330,-1
99,220000000000,138,-1
5,225000000000,541,-1
6,225000000000,388,-1
8,225000000000,162,-1
11,225000000000,282,-1
19,225000000000,382,-1
21,225000000000,59,-1
23,225000000000,-1,416
31,225000000000,-1,392
32,225000000000,-1,607
35,225000000000,-1,6
36,225000000000,37,-1
43,225000000000,152,-1
56,225000000000,277,-1
58,225000000000,-1,356
59,225000000000,389,-1
63,225000000000,-1,417
64,225000000000,-1,587
67,225000000000,60,-1
73,225000000000,187,-1
76,225000000000,35,-1
77,225000000000,207,-1
87,225000000000,-1,110
12,230000000000,-1,406
23,230000000000,416,-1
31,230000000000,392,-1
32,230000000000,607,-1
33,230000000000,-1,387
35,230000000000,6,-1
58,230000000000,356,-1
60,230000000000,-1,211
63,230000000000,417,-1
64,230000000000,587,-1
71,230000000000,-1,606
72,230000000000,-1,357
80,230000000000,-1,206
87,230000000000,110,-1
12,235000000000,406,-1
33,235000000000,387,-1
60,235000000000,211,-1
71,235000000000,606,-1
72,235000000000,357,-1
80,235000000000,206,-1
91,235000000000,-1,209
1,240000000000,-1,354
27,240000000000,-1,332
52,240000000000,-1,355
67,240000000000,-1,133
69,240000000000,-1,158
91,240000000000,209,-1
1,245000000000,354,-1
13,245000000000,-1,508
26,245000000000,-1,156
27,245000000000,332,-1
52,245000000000,355,-1
65,245000000000,-1,77
66,245000000000,-1,540
67,245000000000,133,-1
69,245000000000,158,-1
86,245000000000,-1,78
93,245000000000,-1,305
94,245000000000,-1,254
13,250000000000,508,-1
26,250000000000,156,131
47,250000000000,-1,184
55,250000000000,-1,368
65,250000000000,77,-1
66,250000000000,540,-1
79,250000000000,-1,138
86,250000000000,78,-1
93,250000000000,305,-1
94,250000000000,254,-1
26,255000000000,131,-1
39,255000000000,-1,159
47,255000000000,184,-1
55,255000000000,368,-1
74,255000000000,-1,91
79,255000000000,138,-1
39,260000000000,159,-1
44,260000000000,-1,88
72,260000000000,-1,332
74,260000000000,91,-1
76,260000000000,-1,108
44,265000000000,88,-1
72,265000000000,332,-1
76,265000000000,108,-1
12,270000000000,-1,212
22,270000000000,-1,276
12,275000000000,212,381
22,275000000000,276,-1
33,275000000000,-1,362
89,275000000000,-1,118
92,275000000000,-1,256
12,280000000000,381,-1
28,280000000000,-1,154
30,280000000000,-1,35
33,280000000000,362,-1
37,280000000000,-1,441
38,280000000000,-1,581
89,280000000000,118,-1
92,280000000000,256,-1
28,285000000000,154,-1
30,285000000000,35,-1
37,285000000000,441,-1
38,285000000000,581,-1
87,285000000000,-1,134
18,290000000000,-1,203
19,290000000000,-1,236
36,290000000000,-1,12
87,290000000000,134,-1
18,295000000000,203,-1
19,295000000000,236,-1
27,295000000000,-1,307
36,295000000000,12,-1
46,295000000000,-1,252
61,295000000000,-1,288
63,295000000000,-1,126
78,295000000000,-1,108
21,300000000000,-1,10
27,300000000000,307,-1
46,300000000000,252,-1
61,300000000000,288,-1
63,300000000000,126,-1
78,300000000000,108,132
0,305000000000,-1,388
16,305000000000,-1,414
21,305000000000,10,-1
24,305000000000,-1,162
34,305000000000,-1,402
78,305000000000,132,-1
96,305000000000,-1,85
98,305000000000,-1,138
0,310000000000,388,-1
16,310000000000,414,-1
24,310000000000,162,-1
34,310000000000,402,-1
36,310000000000,-1,206
42,310000000000,-1,230
86,310000000000,-1,390
92,310000000000,-1,62
96,310000000000,85,-1
98,310000000000,138,-1
3,315000000000,-1,114
11,315000000000,-1,136
17,315000000000,-1,439
20,315000000000,-1,64
30,315000000000,-1,108
33,315000000000,-1,556
36,315000000000,206,-1
42,315000000000,230,-1
48,315000000000,-1,255
54,315000000000,-1,486
81,315000000000,-1,84
85,315000000000,-1,557
86,315000000000,390,-1
92,315000000000,62,-1
2,320000000000,-1,461
3,320000000000,114,-1
10,320000000000,-1,564
11,320000000000,136,-1
17,320000000000,439,-1
20,320000000000,64,-1
30,320000000000,108,-1
33,320000000000,556,-1
41,320000000000,-1,63
48,320000000000,255,-1
54,320000000000,486,-1
81,320000000000,84,-1
82,320000000000,-1,387
85,320000000000,557,-1
88,320000000000,-1,280
96,320000000000,-1,158
97,320000000000,-1,111
2,325000000000,461,-1
9,325000000000,-1,518
10,325000000000,564,-1
14,325000000000,-1,417
22,325000000000,-1,300
41,325000000000,63,-1
49,325000000000,-1,612
82,325000000000,387,-1
84,325000000000,-1,355
88,325000000000,280,-1
96,325000000000,158,-1
97,325000000000,111,-1
7,330000000000,-1,549
9,330000000000,518,-1
13,330000000000,-1,532
14,330000000000,417,-1
16,330000000000,-1,438
21,330000000000,-1,83
22,330000000000,300,-1
25,330000000000,-1,414
28,330000000000,-1,514
31,330000000000,-1,101
32,330000000000,-1,461
40,330000000000,-1,599
49,330000000000,612,-1
51,330000000000,-1,277
53,330000000000,-1,139
57,330000000000,-1,37
58,330000000000,-1,162
59,330000000000,-1,29
67,330000000000,-1,84
69,330000000000,-1,182
70,330000000000,-1,589
76,330000000000,-1,59
83,330000000000,-1,11
84,330000000000,355,-1
85,330000000000,-1,411
95,330000000000,-1,87
1,335000000000,-1,89
7,335000000000,549,-1
13,335000000000,532,-1
16,335000000000,438,-1
21,335000000000,83,-1
25,335000000000,414,-1
28,335000000000,514,-1
31,335000000000,101,-1
32,335000000000,461,-1
38,335000000000,-1,387
40,335000000000,599,-1
51,335000000000,277,-1
53,335000000000,139,-1
55,335000000000,-1,125
57,335000000000,37,-1
58,335000000000,162,-1
59,335000000000,29,-1
64,335000000000,-1,156
67,335000000000,84,-1
69,335000000000,182,-1
70,335000000000,589,-1
76,335000000000,59,-1
77,335000000000,-1,61
80,335000000000,-1,12
83,335000000000,11,-1
85,335000000000,411,-1
90,335000000000,-1,88
92,335000000000,-1,255
95,335000000000,87,-1
99,335000000000,-1,355
1,340000000000,89,-1
15,340000000000,-1,206
16,340000000000,-1,54
23,340000000000,-1,102
24,340000000000,-1,331
27,340000000000,-1,161
38,340000000000,387,-1
52,340000000000,-1,113
55,340000000000,125,-1
64,340000000000,156,-1
66,340000000000,-1,203
72,340000000000,-1,186
77,340000000000,61,-1
80,340000000000,12,-1
90,340000000000,88,-1
92,340000000000,255,-1
94,340000000000,-1,614
99,340000000000,355,-1
4,345000000000,-1,368
8,345000000000,-1,356
15,345000000000,206,-1
16,345000000000,54,-1
19,345000000000,-1,357
23,345000000000,102,-1
24,345000000000,331,-1
27,345000000000,161,-1
35,345000000000,-1,437
37,345000000000,-1,127
45,345000000000,-1,590
52,345000000000,113,-1
56,345000000000,-1,566
62,345000000000,-1,199
66,345000000000,203,-1
68,345000000000,-1,329
72,345000000000,186,-1
84,345000000000,-1,137
94,345000000000,614,-1
4,350000000000,368,-1
8,350000000000,356,-1
17,350000000000,-1,78
19,350000000000,357,-1
26,350000000000,-1,562
35,350000000000,437,-1
37,350000000000,127,-1
45,350000000000,590,-1
56,350000000000,566,-1
62,350000000000,199,-1
67,350000000000,-1,35
68,350000000000,329,-1
74,350000000000,-1,402
75,350000000000,-1,413
84,350000000000,137,-1
89,350000000000,-1,500
91,350000000000,-1,233
96,350000000000,-1,109
15,355000000000,-1,181
17,355000000000,78,-1
20,355000000000,-1,328
26,355000000000,562,-1
30,355000000000,-1,59
67,355000000000,35,-1
73,355000000000,-1,356
74,355000000000,402,-1
75,355000000000,413,-1
76,355000000000,-1,10
79,355000000000,-1,355
89,355000000000,500,-1
91,355000000000,233,-1
96,355000000000,109,-1
15,360000000000,181,-1
19,360000000000,-1,211
20,360000000000,328,-1
24,360000000000,-1,137
30,360000000000,59,-1
73,360000000000,356,-1
76,360000000000,10,-1
79,360000000000,355,-1
82,360000000000,-1,362
3,365000000000,-1,378
18,365000000000,-1,539
19,365000000000,211,-1
22,365000000000,-1,542
24,365000000000,137,-1
47,365000000000,-1,208
62,365000000000,-1,368
82,365000000000,362,-1
0,370000000000,-1,4
2,370000000000,-1,436
3,370000000000,378,-1
18,370000000000,539,-1
22,370000000000,542,-1
47,370000000000,208,-1
54,370000000000,-1,461
62,370000000000,368,-1
0,375000000000,4,-1
2,375000000000,436,-1
12,375000000000,-1,187
54,375000000000,461,-1
60,375000000000,-1,332
64,375000000000,-1,131
12,380000000000,187,-1
49,380000000000,-1,587
60,380000000000,332,-1
64,380000000000,131,-1
21,385000000000,-1,34
29,385000000000,-1,43
39,385000000000,-1,183
45,385000000000,-1,252
49,385000000000,587,180
97,385000000000,-1,86
21,390000000000,34,-1
29,390000000000,43,-1
39,390000000000,183,-1
45,390000000000,252,-1
49,390000000000,180,-1
87,390000000000,-1,158
97,390000000000,86,-1
4,395000000000,-1,343
5,395000000000,-1,227
11,395000000000,-1,257
50,395000000000,-1,377
69,395000000000,-1,60
79,395000000000,-1,379
87,395000000000,158,-1
91,395000000000,-1,184
4,400000000000,343,-1
5,400000000000,227,-1
6,400000000000,-1,605
11,400000000000,257,-1
50,400000000000,377,-1
53,400000000000,-1,403
69,400000000000,60,-1
79,400000000000,379,-1
82,400000000000,-1,580
91,400000000000,184,-1
6,405000000000,605,-1
7,405000000000,-1,524
9,405000000000,-1,324
13,405000000000,-1,410
44,405000000000,-1,329
53,405000000000,403,-1
61,405000000000,-1,529
82,405000000000,580,-1
83,405000000000,-1,181
7,410000000000,524,-1
9,410000000000,324,-1
13,410000000000,410,-1
44,410000000000,329,-1
61,410000000000,529,-1
83,410000000000,181,-1
86,410000000000,-1,414
8,415000000000,-1,331
10,415000000000,-1,203
40,415000000000,-1,143
43,415000000000,-1,441
47,415000000000,-1,159
68,415000000000,-1,63
76,415000000000,-1,83
86,415000000000,414,-1
95,415000000000,-1,280
8,420000000000,331,-1
10,420000000000,203,-1
40,420000000000,143,-1
43,420000000000,441,-1
46,420000000000,-1,565
47,420000000000,159,-1
68,420000000000,63,-1
76,420000000000,83,-1
93,420000000000,-1,87
95,420000000000,280,-1
7,425000000000,-1,93
46,425000000000,565,-1
75,425000000000,-1,437
78,425000000000,-1,10
93,425000000000,87,-1
7,430000000000,93,-1
65,430000000000,-1,390
75,430000000000,437,-1
78,430000000000,10,-1
83,430000000000,-1,156
97,430000000000,-1,256
15,435000000000,-1,11
24,435000000000,-1,355
30,435000000000,-1,83
39,435000000000,-1,134
48,435000000000,-1,279
54,435000000000,-1,6
65,435000000000,390,-1
67,435000000000,-1,108
81,435000000000,-1,108
83,435000000000,156,-1
97,435000000000,256,-1
2,440000000000,-1,606
14,440000000000,-1,150
15,440000000000,11,-1
19,440000000000,-1,381
24,440000000000,355,-1
30,440000000000,83,-1
31,440000000000,-1,391
34,440000000000,-1,90
36,440000000000,-1,36
39,440000000000,134,-1
42,440000000000,-1,254
48,440000000000,279,-1
54,440000000000,6,-1
63,440000000000,-1,392
67,440000000000,108,-1
70,440000000000,-1,228
71,440000000000,-1,436
81,440000000000,108,-1
85,440000000000,-1,386
98,440000000000,-1,379
2,445000000000,606,-1
6,445000000000,-1,4
8,445000000000,-1,161
14,445000000000,150,-1
19,445000000000,381,-1
31,445000000000,391,-1
34,445000000000,90,-1
36,445000000000,36,-1
42,445000000000,254,12
43,445000000000,-1,151
51,445000000000,-1,590
63,445000000000,392,416
70,445000000000,228,-1
71,445000000000,436,-1
73,445000000000,-1,186
77,445000000000,-1,231
85,445000000000,386,-1
88,445000000000,-1,62
96,445000000000,-1,133
98,445000000000,379,-1
5,450000000000,-1,540
6,450000000000,4,-1
8,450000000000,161,-1
11,450000000000,-1,281
29,450000000000,-1,474
32,450000000000,-1,6
33,450000000000,-1,386
41,450000000000,-1,304
42,450000000000,12,-1
43,450000000000,151,-1
51,450000000000,590,-1
56,450000000000,-1,276
57,450000000000,-1,230
63,450000000000,416,-1
64,450000000000,-1,586
72,450000000000,-1,356
73,450000000000,186,-1
77,450000000000,231,-1
88,450000000000,62,-1
90,450000000000,-1,329
96,450000000000,133,-1
4,455000000000,-1,149
5,455000000000,540,-1
11,455000000000,281,-1
27,455000000000,-1,331
29,455000000000,474,-1
32,455000000000,6,-1
33,455000000000,386,-1
41,455000000000,304,-1
48,455000000000,-1,37
56,455000000000,276,-1
57,455000000000,230,-1
64,455000000000,586,-1
72,455000000000,356,-1
77,455000000000,-1,206
90,455000000000,329,-1
99,455000000000,-1,137
4,460000000000,149,-1
12,460000000000,-1,405
25,460000000000,-1,53
27,460000000000,331,-1
32,460000000000,-1,606
48,460000000000,37,-1
62,460000000000,-1,174
76,460000000000,-1,34
77,460000000000,206,-1
99,460000000000,137,-1
9,465000000000,-1,299
12,465000000000,405,-1
21,465000000000,-1,58
25,465000000000,53,-1
32,465000000000,606,-1
35,465000000000,-1,5
59,465000000000,-1,388
60,465000000000,-1,356
62,465000000000,174,-1
67,465000000000,-1,59
76,465000000000,34,-1
84,465000000000,-1,330
87,465000000000,-1,109
92,465000000000,-1,37
9,470000000000,299,-1
21,470000000000,58,-1
35,470000000000,5,-1
59,470000000000,388,-1
60,470000000000,356,-1
67,470000000000,59,-1
71,470000000000,-1,605
75,470000000000,-1,29
84,470000000000,330,-1
87,470000000000,109,-1
91,470000000000,-1,208
