0,630,639,5000000,0,8597811581,8597811581,5000000,YES,handover_eval
1,662,674,5000000,3000000000,7845742933,4845742933,5000000,YES,handover_eval
2,704,654,5000000,6000000000,14887271905,8887271905,5000000,YES,handover_eval
3,640,655,5000000,9000000000,15840730640,6840730640,5000000,YES,handover_eval
4,640,717,5000000,12000000000,20491288216,8491288216,5000000,YES,handover_eval
5,706,684,5000000,15000000000,21575573350,6575573350,5000000,YES,handover_eval
6,684,670,5000000,18000000000,28322636597,10322636597,5000000,YES,handover_eval
7,662,659,5000000,21000000000,31966566318,10966566318,5000000,YES,handover_eval
8,695,639,5000000,24000000000,29327357164,5327357164,5000000,YES,handover_eval
9,689,720,5000000,27000000000,34104735432,7104735432,5000000,YES,handover_eval
10,697,674,5000000,30000000000,38856608813,8856608813,5000000,YES,handover_eval
11,696,667,5000000,33000000000,39465486612,6465486612,5000000,YES,handover_eval
12,641,713,5000000,36000000000,42301713327,6301713327,5000000,YES,handover_eval
13,649,660,5000000,39000000000,48553879095,9553879095,5000000,YES,handover_eval
14,659,720,5000000,42000000000,53936128437,11936128437,5000000,YES,handover_eval
15,670,700,5000000,45000000000,52985037430,7985037430,5000000,YES,handover_eval
16,668,700,5000000,48000000000,55959860924,7959860924,5000000,YES,handover_eval
17,694,668,5000000,51000000000,57217410332,6217410332,5000000,YES,handover_eval
18,705,716,5000000,54000000000,58486982773,4486982773,5000000,YES,handover_eval
19,701,633,5000000,57000000000,62084855314,5084855314,5000000,YES,handover_eval
20,708,694,5000000,60000000000,64317607634,4317607634,5000000,YES,handover_eval
21,645,673,5000000,63000000000,71493054154,8493054154,5000000,YES,handover_eval
22,657,661,5000000,66000000000,74873978761,8873978761,5000000,YES,handover_eval
23,682,647,5000000,69000000000,74790860972,5790860972,5000000,YES,handover_eval
24,665,655,5000000,72000000000,79466746564,7466746564,5000000,YES,handover_eval
25,669,629,5000000,75000000000,82891253187,7891253187,5000000,YES,handover_eval
26,637,659,5000000,78000000000,82920767833,4920767833,5000000,YES,handover_eval
27,657,701,5000000,81000000000,87551996736,6551996736,5000000,YES,handover_eval
28,657,667,5000000,84000000000,90364367173,6364367173,5000000,YES,handover_eval
29,649,653,5000000,87000000000,97974598483,10974598483,5000000,YES,handover_eval
30,692,717,5000000,90000000000,99260429715,9260429715,5000000,YES,handover_eval
31,687,716,5000000,93000000000,103882162895,10882162895,5000000,YES,handover_eval
32,712,652,5000000,96000000000,104174954550,8174954550,5000000,YES,handover_eval
33,647,692,5000000,99000000000,111816462842,12816462842,5000000,YES,handover_eval
34,649,697,5000000,102000000000,111564289251,9564289251,5000000,YES,handover_eval
35,651,679,5000000,105000000000,112668649828,7668649828,5000000,YES,handover_eval
36,723,687,5000000,108000000000,115769679972,7769679972,5000000,YES,handover_eval
37,675,633,5000000,111000000000,119730438101,8730438101,5000000,YES,handover_eval
38,653,658,5000000,114000000000,120780339739,6780339739,5000000,YES,handover_eval
39,649,635,5000000,117000000000,126384304008,9384304008,5000000,YES,handover_eval
40,722,679,5000000,120000000000,126193993109,6193993109,5000000,YES,handover_eval
41,712,658,5000000,123000000000,129463292836,6463292836,5000000,YES,handover_eval
42,626,661,5000000,126000000000,133105891691,7105891691,5000000,YES,handover_eval
43,688,716,5000000,129000000000,137676564535,8676564535,5000000,YES,handover_eval
44,627,644,5000000,132000000000,137777171451,5777171451,5000000,YES,handover_eval
45,645,635,5000000,135000000000,139698962038,4698962038,5000000,YES,handover_eval
46,718,711,5000000,138000000000,145702259503,7702259503,5000000,YES,handover_eval
47,708,642,5000000,141000000000,147117158803,6117158803,5000000,YES,handover_eval
48,704,700,5000000,144000000000,153648337596,9648337596,5000000,YES,handover_eval
49,698,710,5000000,147000000000,155928388383,8928388383,5000000,YES,handover_eval
50,671,661,5000000,150000000000,158853983880,8853983880,5000000,YES,handover_eval
51,660,701,5000000,153000000000,159118668498,6118668498,5000000,YES,handover_eval
52,720,653,5000000,156000000000,162656694223,6656694223,5000000,YES,handover_eval
53,648,650,5000000,159000000000,168068203482,9068203482,5000000,YES,handover_eval
54,665,690,5000000,162000000000,168018883277,6018883277,5000000,YES,handover_eval
55,721,635,5000000,165000000000,176114911055,11114911055,5000000,YES,handover_eval
56,721,722,5000000,168000000000,174002041121,6002041121,5000000,YES,handover_eval
57,687,714,5000000,171000000000,178279238105,7279238105,5000000,YES,handover_eval
58,719,649,5000000,174000000000,182997115648,8997115648,5000000,YES,handover_eval
59,693,709,5000000,177000000000,189375544693,12375544693,5000000,YES,handover_eval
60,652,653,5000000,180000000000,200765333972,20765333972,5000000,YES,handover_eval
61,642,653,5000000,183000000000,190349240226,7349240226,5000000,YES,handover_eval
62,650,694,5000000,186000000000,193485160334,7485160334,5000000,YES,handover_eval
63,644,677,5000000,189000000000,193864869677,4864869677,5000000,YES,handover_eval
64,635,695,5000000,192000000000,201796836942,9796836942,5000000,YES,handover_eval
65,714,664,5000000,195000000000,202755491490,7755491490,5000000,YES,handover_eval
66,685,722,5000000,198000000000,204465641798,6465641798,5000000,YES,handover_eval
67,660,634,5000000,201000000000,209478505907,8478505907,5000000,YES,handover_eval
68,687,719,5000000,204000000000,212118530321,8118530321,5000000,YES,handover_eval
69,673,671,5000000,207000000000,212017812228,5017812228,5000000,YES,handover_eval
70,711,664,5000000,210000000000,216327428242,6327428242,5000000,YES,handover_eval
71,684,642,5000000,213000000000,219927901888,6927901888,5000000,YES,handover_eval
72,651,681,5000000,216000000000,224628144772,8628144772,5000000,YES,handover_eval
73,633,694,5000000,219000000000,227966602590,8966602590,5000000,YES,handover_eval
74,697,661,5000000,222000000000,231008956212,9008956212,5000000,YES,handover_eval
75,653,687,5000000,225000000000,233991499681,8991499681,5000000,YES,handover_eval
76,627,724,5000000,228000000000,237692977934,9692977934,5000000,YES,handover_eval
77,687,651,5000000,231000000000,240316349846,9316349846,5000000,YES,handover_eval
78,632,711,5000000,234000000000,243445523479,9445523479,5000000,YES,handover_eval
79,627,631,5000000,237000000000,248012385782,11012385782,5000000,YES,handover_eval
80,654,658,5000000,240000000000,249905043347,9905043347,5000000,YES,handover_eval
81,668,694,5000000,243000000000,248487954371,5487954371,5000000,YES,handover_eval
82,639,662,5000000,246000000000,250466286412,4466286412,5000000,YES,handover_eval
83,707,629,5000000,249000000000,256553498142,7553498142,5000000,YES,handover_eval
84,685,690,5000000,252000000000,258623620154,6623620154,5000000,YES,handover_eval
85,693,627,5000000,255000000000,274132438023,19132438023,5000000,YES,handover_eval
86,724,627,5000000,258000000000,270580273227,12580273227,5000000,YES,handover_eval
87,679,628,5000000,261000000000,269412433464,8412433464,5000000,YES,handover_eval
88,655,722,5000000,264000000000,269230367318,5230367318,5000000,YES,handover_eval
89,679,642,5000000,267000000000,273044457832,6044457832,5000000,YES,handover_eval
90,723,721,5000000,270000000000,281502960737,11502960737,5000000,YES,handover_eval
91,674,704,5000000,273000000000,282224547021,9224547021,5000000,YES,handover_eval
92,657,681,5000000,276000000000,290391976567,14391976567,5000000,YES,handover_eval
93,698,633,5000000,279000000000,283306590670,4306590670,5000000,YES,handover_eval
94,673,702,5000000,282000000000,289821930380,7821930380,5000000,YES,handover_eval
95,657,677,5000000,285000000000,296000808371,11000808371,5000000,YES,handover_eval
96,656,677,5000000,288000000000,298589074452,10589074452,5000000,YES,handover_eval
97,626,681,5000000,291000000000,296008403570,5008403570,5000000,YES,handover_eval
98,679,628,5000000,294000000000,300318109248,6318109248,5000000,YES,handover_eval
99,706,633,5000000,297000000000,301753546224,4753546224,5000000,YES,handover_eval
100,644,689,5000000,300000000000,306616071793,6616071793,5000000,YES,handover_eval
101,630,647,5000000,303000000000,311574916013,8574916013,5000000,YES,handover_eval
102,702,703,5000000,306000000000,310413451758,4413451758,5000000,YES,handover_eval
103,713,712,5000000,309000000000,314464440192,5464440192,5000000,YES,handover_eval
104,650,722,5000000,312000000000,318714611095,6714611095,5000000,YES,handover_eval
105,680,693,5000000,315000000000,325647240149,10647240149,5000000,YES,handover_eval
106,637,625,5000000,318000000000,327072892813,9072892813,5000000,YES,handover_eval
107,669,665,5000000,321000000000,327159509703,6159509703,5000000,YES,handover_eval
108,656,636,5000000,324000000000,331020987870,7020987870,5000000,YES,handover_eval
109,687,675,5000000,327000000000,334305111510,7305111510,5000000,YES,handover_eval
110,641,716,5000000,330000000000,337012816750,7012816750,5000000,YES,handover_eval
111,683,700,5000000,333000000000,344612772058,11612772058,5000000,YES,handover_eval
112,648,658,5000000,336000000000,343021329356,7021329356,5000000,YES,handover_eval
113,627,719,5000000,339000000000,350786459818,11786459818,5000000,YES,handover_eval
