TCP Flow ID     Source    Target    Size            Start time (ns)   End time (ns)     Duration        Sent            Progress     Avg. rate       Finished?     Metadata
326             645       720       40.00 Mbit      978000000000      982593893294      4593.89 ms      40.00 Mbit      100.0%       8.7 Mbit/s      YES           handover_eval
327             680       635       40.00 Mbit      981000000000      988801695224      7801.70 ms      40.00 Mbit      100.0%       5.1 Mbit/s      YES           handover_eval
328             635       686       40.00 Mbit      984000000000      990782866413      6782.87 ms      40.00 Mbit      100.0%       5.9 Mbit/s      YES           handover_eval
329             708       651       40.00 Mbit      987000000000      991338695354      4338.70 ms      40.00 Mbit      100.0%       9.2 Mbit/s      YES           handover_eval
330             689       673       40.00 Mbit      990000000000      994541356369      4541.36 ms      40.00 Mbit      100.0%       8.8 Mbit/s      YES           handover_eval
331             702       640       40.00 Mbit      993000000000      1000583798938     7583.80 ms      40.00 Mbit      100.0%       5.3 Mbit/s      YES           handover_eval
332             656       679       40.00 Mbit      996000000000      1003631772540     7631.77 ms      40.00 Mbit      100.0%       5.2 Mbit/s      YES           handover_eval
333             662       701       40.00 Mbit      999000000000      1004324695160     5324.70 ms      40.00 Mbit      100.0%       7.5 Mbit/s      YES           handover_eval
334             724       632       40.00 Mbit      1002000000000     1013371949250     11371.95 ms     40.00 Mbit      100.0%       3.5 Mbit/s      YES           handover_eval
335             652       724       40.00 Mbit      1005000000000     1013757879696     8757.88 ms      40.00 Mbit      100.0%       4.6 Mbit/s      YES           handover_eval
336             691       682       40.00 Mbit      1008000000000     1015665718525     7665.72 ms      40.00 Mbit      100.0%       5.2 Mbit/s      YES           handover_eval
337             636       658       40.00 Mbit      1011000000000     1018250360284     7250.36 ms      40.00 Mbit      100.0%       5.5 Mbit/s      YES           handover_eval
338             724       685       40.00 Mbit      1014000000000     1022744102242     8744.10 ms      40.00 Mbit      100.0%       4.6 Mbit/s      YES           handover_eval
339             647       672       40.00 Mbit      1017000000000     1024688554791     7688.55 ms      40.00 Mbit      100.0%       5.2 Mbit/s      YES           handover_eval
340             675       646       40.00 Mbit      1020000000000     1027522903652     7522.90 ms      40.00 Mbit      100.0%       5.3 Mbit/s      YES           handover_eval
341             680       673       40.00 Mbit      1023000000000     1035069469156     12069.47 ms     40.00 Mbit      100.0%       3.3 Mbit/s      YES           handover_eval
342             708       722       40.00 Mbit      1026000000000     1030477398752     4477.40 ms      40.00 Mbit      100.0%       8.9 Mbit/s      YES           handover_eval
343             721       676       40.00 Mbit      1029000000000     1040225765956     11225.77 ms     40.00 Mbit      100.0%       3.6 Mbit/s      YES           handover_eval
344             686       664       40.00 Mbit      1032000000000     1038874392164     6874.39 ms      40.00 Mbit      100.0%       5.8 Mbit/s      YES           handover_eval
345             694       654       40.00 Mbit      1035000000000     1043332581654     8332.58 ms      40.00 Mbit      100.0%       4.8 Mbit/s      YES           handover_eval
346             658       648       40.00 Mbit      1038000000000     1045916075976     7916.08 ms      40.00 Mbit      100.0%       5.1 Mbit/s      YES           handover_eval
347             673       625       40.00 Mbit      1041000000000     1050844475573     9844.48 ms      40.00 Mbit      100.0%       4.1 Mbit/s      YES           handover_eval
348             718       631       40.00 Mbit      1044000000000     1054639837296     10639.84 ms     40.00 Mbit      100.0%       3.8 Mbit/s      YES           handover_eval
349             669       680       40.00 Mbit      1047000000000     1058162499101     11162.50 ms     40.00 Mbit      100.0%       3.6 Mbit/s      YES           handover_eval
350             657       701       40.00 Mbit      1050000000000     1059108232359     9108.23 ms      40.00 Mbit      100.0%       4.4 Mbit/s      YES           handover_eval
351             680       652       40.00 Mbit      1053000000000     1059412572510     6412.57 ms      40.00 Mbit      100.0%       6.2 Mbit/s      YES           handover_eval
352             698       697       40.00 Mbit      1056000000000     1060326204307     4326.20 ms      40.00 Mbit      100.0%       9.2 Mbit/s      YES           handover_eval
353             633       719       40.00 Mbit      1059000000000     1064917488528     5917.49 ms      40.00 Mbit      100.0%       6.8 Mbit/s      YES           handover_eval
354             671       675       40.00 Mbit      1062000000000     1070887283266     8887.28 ms      40.00 Mbit      100.0%       4.5 Mbit/s      YES           handover_eval
355             680       723       40.00 Mbit      1065000000000     1075813152604     10813.15 ms     40.00 Mbit      100.0%       3.7 Mbit/s      YES           handover_eval
356             675       680       40.00 Mbit      1068000000000     1075572493635     7572.49 ms      40.00 Mbit      100.0%       5.3 Mbit/s      YES           handover_eval
357             642       656       40.00 Mbit      1071000000000     1085833175424     14833.18 ms     40.00 Mbit      100.0%       2.7 Mbit/s      YES           handover_eval
358             652       701       40.00 Mbit      1074000000000     1082294403892     8294.40 ms      40.00 Mbit      100.0%       4.8 Mbit/s      YES           handover_eval
359             695       713       40.00 Mbit      1077000000000     1086708723129     9708.72 ms      40.00 Mbit      100.0%       4.1 Mbit/s      YES           handover_eval
360             630       640       40.00 Mbit      1080000000000     1092968859123     12968.86 ms     40.00 Mbit      100.0%       3.1 Mbit/s      YES           handover_eval
361             643       724       40.00 Mbit      1083000000000     1092053480728     9053.48 ms      40.00 Mbit      100.0%       4.4 Mbit/s      YES           handover_eval
362             653       646       40.00 Mbit      1086000000000     1092136510038     6136.51 ms      40.00 Mbit      100.0%       6.5 Mbit/s      YES           handover_eval
363             698       706       40.00 Mbit      1089000000000     1099182845107     10182.85 ms     40.00 Mbit      100.0%       3.9 Mbit/s      YES           handover_eval
364             676       642       40.00 Mbit      1092000000000     1098703242383     6703.24 ms      40.00 Mbit      100.0%       6.0 Mbit/s      YES           handover_eval
365             706       653       40.00 Mbit      1095000000000     1100992012184     5992.01 ms      40.00 Mbit      100.0%       6.7 Mbit/s      YES           handover_eval
366             713       648       40.00 Mbit      1098000000000     1104756622909     6756.62 ms      40.00 Mbit      100.0%       5.9 Mbit/s      YES           handover_eval
367             627       722       40.00 Mbit      1101000000000     1107864757259     6864.76 ms      40.00 Mbit      100.0%       5.8 Mbit/s      YES           handover_eval
368             667       627       40.00 Mbit      1104000000000     1110853854328     6853.85 ms      40.00 Mbit      100.0%       5.8 Mbit/s      YES           handover_eval
369             641       698       40.00 Mbit      1107000000000     1116060443943     9060.44 ms      40.00 Mbit      100.0%       4.4 Mbit/s      YES           handover_eval
370             680       716       40.00 Mbit      1110000000000     1117174950217     7174.95 ms      40.00 Mbit      100.0%       5.6 Mbit/s      YES           handover_eval
371             689       628       40.00 Mbit      1113000000000     1120331346234     7331.35 ms      40.00 Mbit      100.0%       5.5 Mbit/s      YES           handover_eval
372             673       685       40.00 Mbit      1116000000000     1122861755011     6861.76 ms      40.00 Mbit      100.0%       5.8 Mbit/s      YES           handover_eval
373             640       709       40.00 Mbit      1119000000000     1123838743977     4838.74 ms      40.00 Mbit      100.0%       8.3 Mbit/s      YES           handover_eval
374             707       647       40.00 Mbit      1122000000000     1129952162727     7952.16 ms      40.00 Mbit      100.0%       5.0 Mbit/s      YES           handover_eval
375             678       684       40.00 Mbit      1125000000000     1140945586676     15945.59 ms     40.00 Mbit      100.0%       2.5 Mbit/s      YES           handover_eval
376             718       677       40.00 Mbit      1128000000000     1137058317487     9058.32 ms      40.00 Mbit      100.0%       4.4 Mbit/s      YES           handover_eval
377             666       659       40.00 Mbit      1131000000000     1144263232169     13263.23 ms     40.00 Mbit      100.0%       3.0 Mbit/s      YES           handover_eval
378             627       628       40.00 Mbit      1134000000000     1141003124028     7003.12 ms      40.00 Mbit      100.0%       5.7 Mbit/s      YES           handover_eval
379             636       677       40.00 Mbit      1137000000000     1141844124249     4844.12 ms      40.00 Mbit      100.0%       8.3 Mbit/s      YES           handover_eval
380             652       668       40.00 Mbit      1140000000000     1146775590762     6775.59 ms      40.00 Mbit      100.0%       5.9 Mbit/s      YES           handover_eval
381             683       722       40.00 Mbit      1143000000000     1149506396040     6506.40 ms      40.00 Mbit      100.0%       6.1 Mbit/s      YES           handover_eval
382             680       723       40.00 Mbit      1146000000000     1157076464641     11076.46 ms     40.00 Mbit      100.0%       3.6 Mbit/s      YES           handover_eval
383             648       708       40.00 Mbit      1149000000000     1154691134093     5691.13 ms      40.00 Mbit      100.0%       7.0 Mbit/s      YES           handover_eval
384             704       644       40.00 Mbit      1152000000000     1160596187459     8596.19 ms      40.00 Mbit      100.0%       4.7 Mbit/s      YES           handover_eval
385             687       694       40.00 Mbit      1155000000000     1165542822710     10542.82 ms     40.00 Mbit      100.0%       3.8 Mbit/s      YES           handover_eval
386             721       632       40.00 Mbit      1158000000000     1165127888429     7127.89 ms      40.00 Mbit      100.0%       5.6 Mbit/s      YES           handover_eval
387             682       716       40.00 Mbit      1161000000000     1168028550339     7028.55 ms      40.00 Mbit      100.0%       5.7 Mbit/s      YES           handover_eval
388             632       681       40.00 Mbit      1164000000000     1171903431079     7903.43 ms      40.00 Mbit      100.0%       5.1 Mbit/s      YES           handover_eval
389             698       633       40.00 Mbit      1167000000000     1171316323347     4316.32 ms      40.00 Mbit      100.0%       9.3 Mbit/s      YES           handover_eval
390             685       638       40.00 Mbit      1170000000000     1179926563287     9926.56 ms      40.00 Mbit      100.0%       4.0 Mbit/s      YES           handover_eval
391             665       685       40.00 Mbit      1173000000000     1186109569131     13109.57 ms     40.00 Mbit      100.0%       3.1 Mbit/s      YES           handover_eval
392             679       704       40.00 Mbit      1176000000000     1186389937582     10389.94 ms     40.00 Mbit      100.0%       3.8 Mbit/s      YES           handover_eval
393             676       628       40.00 Mbit      1179000000000     1188789856642     9789.86 ms      40.00 Mbit      100.0%       4.1 Mbit/s      YES           handover_eval
394             645       646       40.00 Mbit      1182000000000     1188727136933     6727.14 ms      40.00 Mbit      100.0%       5.9 Mbit/s      YES           handover_eval
395             629       697       40.00 Mbit      1185000000000     1197201652006     12201.65 ms     40.00 Mbit      100.0%       3.3 Mbit/s      YES           handover_eval
396             642       679       40.00 Mbit      1188000000000     1194434628855     6434.63 ms      40.00 Mbit      100.0%       6.2 Mbit/s      YES           handover_eval
397             628       646       40.00 Mbit      1191000000000     1197755801268     6755.80 ms      40.00 Mbit      100.0%       5.9 Mbit/s      YES           handover_eval
398             638       699       40.00 Mbit      1194000000000     1200000000000     6000.00 ms      38.28 Mbit      95.7%        6.4 Mbit/s      NO_ONGOING    handover_eval
399             666       640       40.00 Mbit      1197000000000     1200000000000     3000.00 ms      12.54 Mbit      31.4%        4.2 Mbit/s      NO_ONGOING    handover_eval
