gs_id,time_ns,old_sat,new_sat
63,6180000000000,442,-1
64,6180000000000,181,-1
66,6180000000000,-1,589
67,6180000000000,158,109
68,6180000000000,354,113
69,6180000000000,110,207
70,6180000000000,278,-1
71,6180000000000,-1,6
72,6180000000000,236,381
73,6180000000000,-1,236
74,6180000000000,-1,140
75,6180000000000,55,-1
76,6180000000000,133,84
77,6180000000000,-1,256
78,6180000000000,182,60
79,6180000000000,163,-1
80,6180000000000,62,255
81,6180000000000,-1,158
82,6180000000000,412,-1
83,6180000000000,36,206
84,6180000000000,380,-1
85,6180000000000,606,-1
86,6180000000000,103,-1
87,6180000000000,208,159
88,6180000000000,-1,112
89,6180000000000,550,-1
90,6180000000000,-1,379
91,6180000000000,-1,258
92,6180000000000,87,-1
93,6180000000000,-1,330
94,6180000000000,39,303
95,6180000000000,330,-1
96,6180000000000,-1,183
97,6180000000000,136,306
98,6180000000000,-1,429
99,6180000000000,-1,187
0,6240000000000,-1,413
1,6240000000000,403,-1
2,6240000000000,-1,31
4,6240000000000,-1,199
5,6240000000000,590,-1
6,6240000000000,-1,437
7,6240000000000,143,-1
8,6240000000000,-1,211
9,6240000000000,-1,349
10,6240000000000,253,-1
11,6240000000000,161,185
12,6240000000000,-1,430
13,6240000000000,557,-1
14,6240000000000,200,-1
15,6240000000000,61,-1
16,6240000000000,-1,463
19,6240000000000,431,-1
21,6240000000000,108,59
22,6240000000000,325,-1
24,6240000000000,-1,380
25,6240000000000,103,-1
26,6240000000000,180,-1
27,6240000000000,-1,356
28,6240000000000,-1,203
29,6240000000000,-1,524
30,6240000000000,133,84
31,6240000000000,-1,441
32,6240000000000,31,-1
33,6240000000000,581,411
34,6240000000000,140,451
35,6240000000000,55,-1
36,6240000000000,86,61
38,6240000000000,-1,5
39,6240000000000,-1,208
40,6240000000000,193,-1
42,6240000000000,-1,279
43,6240000000000,-1,201
44,6240000000000,113,354
45,6240000000000,302,-1
46,6240000000000,615,301
47,6240000000000,-1,233
48,6240000000000,-1,304
49,6240000000000,-1,230
50,6240000000000,427,-1
52,6240000000000,404,-1
54,6240000000000,56,-1
55,6240000000000,417,-1
56,6240000000000,326,-1
57,6240000000000,280,-1
59,6240000000000,438,-1
60,6240000000000,260,-1
61,6240000000000,313,-1
62,6240000000000,224,-1
63,6240000000000,-1,175
64,6240000000000,-1,11
65,6240000000000,-1,126
66,6240000000000,589,-1
67,6240000000000,109,182
68,6240000000000,113,-1
69,6240000000000,207,-1
71,6240000000000,6,461
72,6240000000000,381,-1
73,6240000000000,236,-1
74,6240000000000,140,-1
75,6240000000000,-1,462
76,6240000000000,84,157
77,6240000000000,256,-1
78,6240000000000,60,157
79,6240000000000,-1,404
80,6240000000000,255,-1
81,6240000000000,158,109
82,6240000000000,-1,605
83,6240000000000,206,-1
85,6240000000000,-1,436
86,6240000000000,-1,439
87,6240000000000,159,183
88,6240000000000,112,-1
89,6240000000000,-1,167
90,6240000000000,379,-1
91,6240000000000,258,-1
92,6240000000000,-1,280
93,6240000000000,330,112
94,6240000000000,303,-1
95,6240000000000,-1,112
96,6240000000000,183,134
97,6240000000000,306,-1
98,6240000000000,429,187
99,6240000000000,187,-1
0,6300000000000,413,53
1,6300000000000,-1,138
2,6300000000000,31,6
3,6300000000000,-1,138
4,6300000000000,199,-1
5,6300000000000,-1,276
6,6300000000000,437,-1
7,6300000000000,-1,598
8,6300000000000,211,-1
9,6300000000000,349,-1
10,6300000000000,-1,613
11,6300000000000,185,-1
12,6300000000000,430,236
13,6300000000000,-1,581
14,6300000000000,-1,466
15,6300000000000,-1,230
16,6300000000000,463,103
17,6300000000000,-1,463
18,6300000000000,-1,564
19,6300000000000,-1,406
20,6300000000000,-1,88
21,6300000000000,59,132
22,6300000000000,-1,591
23,6300000000000,-1,151
24,6300000000000,380,-1
25,6300000000000,-1,463
26,6300000000000,-1,611
27,6300000000000,356,210
28,6300000000000,203,563
29,6300000000000,524,-1
30,6300000000000,84,108
31,6300000000000,441,150
32,6300000000000,-1,510
33,6300000000000,411,605
34,6300000000000,451,-1
35,6300000000000,-1,486
36,6300000000000,61,255
37,6300000000000,-1,176
38,6300000000000,5,436
39,6300000000000,208,-1
41,6300000000000,-1,112
42,6300000000000,279,-1
43,6300000000000,201,490
44,6300000000000,354,-1
46,6300000000000,301,-1
47,6300000000000,233,184
48,6300000000000,304,-1
49,6300000000000,230,205
51,6300000000000,-1,326
52,6300000000000,-1,162
53,6300000000000,-1,188
54,6300000000000,-1,31
55,6300000000000,-1,199
56,6300000000000,-1,615
57,6300000000000,-1,86
58,6300000000000,-1,211
60,6300000000000,-1,381
61,6300000000000,-1,337
62,6300000000000,-1,417
63,6300000000000,175,-1
64,6300000000000,11,180
65,6300000000000,126,415
66,6300000000000,-1,252
67,6300000000000,182,84
69,6300000000000,-1,231
70,6300000000000,-1,13
71,6300000000000,461,-1
72,6300000000000,-1,235
73,6300000000000,-1,405
74,6300000000000,-1,451
75,6300000000000,462,-1
76,6300000000000,157,59
77,6300000000000,-1,110
78,6300000000000,157,181
79,6300000000000,404,-1
80,6300000000000,-1,61
81,6300000000000,109,133
82,6300000000000,605,-1
83,6300000000000,-1,60
84,6300000000000,-1,162
85,6300000000000,436,460
86,6300000000000,439,-1
87,6300000000000,183,-1
88,6300000000000,-1,329
89,6300000000000,167,-1
90,6300000000000,-1,137
91,6300000000000,-1,233
92,6300000000000,280,86
93,6300000000000,112,-1
94,6300000000000,-1,38
95,6300000000000,112,136
96,6300000000000,134,158
97,6300000000000,-1,281
98,6300000000000,187,-1
99,6300000000000,-1,404
0,6360000000000,53,-1
1,6360000000000,138,-1
2,6360000000000,6,485
3,6360000000000,138,-1
4,6360000000000,-1,392
5,6360000000000,276,-1
6,6360000000000,-1,29
7,6360000000000,598,573
8,6360000000000,-1,380
9,6360000000000,-1,542
10,6360000000000,613,588
11,6360000000000,-1,160
12,6360000000000,236,-1
13,6360000000000,581,459
14,6360000000000,466,-1
15,6360000000000,230,-1
16,6360000000000,103,-1
17,6360000000000,463,-1
18,6360000000000,564,227
19,6360000000000,406,260
20,6360000000000,88,-1
21,6360000000000,132,83
22,6360000000000,591,-1
23,6360000000000,151,464
24,6360000000000,-1,186
25,6360000000000,463,-1
26,6360000000000,611,-1
27,6360000000000,210,-1
28,6360000000000,563,-1
29,6360000000000,-1,92
30,6360000000000,108,-1
31,6360000000000,150,-1
32,6360000000000,510,-1
33,6360000000000,605,-1
35,6360000000000,486,-1
36,6360000000000,255,-1
37,6360000000000,176,-1
38,6360000000000,436,-1
39,6360000000000,-1,183
40,6360000000000,-1,623
41,6360000000000,112,353
42,6360000000000,-1,37
43,6360000000000,490,-1
45,6360000000000,-1,301
47,6360000000000,184,208
49,6360000000000,205,11
50,6360000000000,-1,114
51,6360000000000,326,-1
52,6360000000000,162,-1
53,6360000000000,188,452
54,6360000000000,31,510
55,6360000000000,199,-1
56,6360000000000,615,-1
57,6360000000000,86,-1
58,6360000000000,211,-1
